"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"MIKE.HOFFMAN","2007-2017","OTT","C",259,606.44,22,20,42,33,4.16,3.26,41.68,4.12,1000,115,885,89.69,2.33,67,5,62,93.06,0.1,60.24,8.79,51.45,87.27,-0.41,2,1,-1,312,30.87,14.67,1.45,13.17,105.79,96.21,45.14,53.49,86.68,38.3,11.36
"MIKE.KNUBLE","2007-2017","PHI/WSH","R",335,727.05,24,25,49,34,4.04,2.81,38.6,3.19,1213,160,1053,88.35,-0.83,96,10,86,90.57,-2.1,80.49,12.57,67.92,86.49,-2.96,18,3,-15,190,15.68,22.57,1.86,23.53,106.11,94.58,40.18,52.99,87.38,37.25,12.11
"MIKE.LUNDIN","2007-2017","T.B/MIN/OTT","D",249,94.87,0,1,1,1,0.63,0.63,1.29,0.82,120,27,93,81.63,-3.92,4,1,3,80,-8.18,7.7,1.37,6.33,84.9,-3.52,0,0,0,17,10.75,0.48,0.3,0,99.63,84.34,6.29,36.15,82.55,34.51,14.22
"MIKE.MODANO","2007-2017","DAL/DET","C",184,591.87,8,27,35,22,3.55,2.23,30.44,3.09,1028,123,905,89.31,1.86,63,10,53,86.3,-7.6,66.76,7.2,59.56,90.27,0.71,7,5,-2,204,20.68,10.67,1.08,8.25,99.66,96.37,48.51,48.37,88.23,38.18,11.68
"MIKE.MOTTAU","2007-2017","N.J/NYI/BOS/FLA","D",295,323.8,1,8,9,3,1.67,0.56,8.03,1.49,461,68,393,87.15,-3.24,23,2,21,92,-0.18,29.18,2.98,26.2,90.73,-1.23,1,0,-1,69,12.79,2.89,0.54,3.03,104.51,89.25,18.48,40.75,88.25,34.53,13.07
"MIKE.REILLY","2007-2017","MIN","D",46,73.8,0,2,2,0,1.63,0,1.88,1.53,118,19,99,86.13,-4.41,4,0,4,100,15,7.15,0.68,6.47,91.32,1.18,1,0,-1,26,21.14,0.57,0.46,0,106.45,89.83,30.6,41.56,89.59,35.74,12.15
"MIKE.RIBEIRO","2007-2017","DAL/WSH/ARI/NSH","C",717,2434.25,46,145,191,116,4.71,2.86,137.81,3.4,4011,492,3519,89.07,1.52,293,27,266,91.56,2.01,281.76,29.04,252.72,90.66,3.16,24,18,-6,313,7.71,33.21,0.82,24.08,105.01,96.31,57.67,51.28,87.09,38.36,11.9
"MIKE.RICHARDS","2007-2017","PHI/L.A/WSH","C",609,1732.18,47,107,154,115,5.33,3.98,128.64,4.46,2904,356,2548,89.08,-0.15,220,13,207,94.42,2.04,209.43,20.96,188.47,90.9,-0.52,16,11,-5,752,26.05,44.3,1.53,14.64,109.37,95.48,48.01,51.38,87.28,37.98,11.79
"MIKE.SANTORELLI","2007-2017","NSH/FLA/WPG/VAN/TOR/ANA","C",406,463.66,8,11,19,11,2.46,1.42,18.92,2.45,701,131,570,84.25,-5.46,39,4,35,90.7,0.7,49.29,7.37,41.92,86.99,-3.57,1,0,-1,129,16.69,12.02,1.56,10.13,104.77,91.32,21.16,42.49,85.86,36.15,12.61
"MIKE.VAN RYN","2007-2017","FLA/TOR","D",47,90.3,2,2,4,4,2.66,2.66,5.13,3.41,144,16,128,90,-0.21,12,1,11,92.31,0,11.22,0.57,10.65,95.17,3.07,0,1,1,47,31.23,2.18,1.45,7.41,102.37,87.5,31.08,40.41,89.33,36.16,12
"MIKHAIL.GRABOVSKI","2007-2017","MTL/TOR/WSH/NYI","C",526,1022.53,26,33,59,43,3.46,2.52,51.12,3,1533,214,1319,87.75,-0.34,100,13,87,88.5,-1.5,102.35,13.58,88.77,88.29,-1.22,11,10,-1,237,13.91,23.46,1.38,18.44,103.82,92.82,33.77,42.3,85.36,35.74,12.74
"MIKHAIL.GRIGORENKO","2007-2017","BUF/COL","C",216,285.87,2,9,11,8,2.31,1.68,9.85,2.07,392,63,329,86.15,-1.18,18,6,12,75,-13.1,26.25,4.8,21.45,84.54,-2.51,0,0,0,55,11.54,3.51,0.74,6.25,95.69,89.43,26.45,38.17,86.66,36.38,11.82
"MIKKEL.BOEDKER","2007-2017","ARI/COL/S.J","L",541,1156.73,16,45,61,38,3.16,1.97,50.67,2.63,1794,246,1548,87.94,0.73,107,15,92,87.7,-1.97,111.84,18.2,93.64,86,-2.1,6,5,-1,270,14,17.76,0.92,11.43,102.63,92.64,38.22,48.74,86.05,37.01,11.59
"MIKKO.KOIVU","2007-2017","MIN","C",695,2208.72,40,147,187,114,5.08,3.1,154.56,4.2,3762,389,3373,90.63,3.77,278,25,253,91.75,2.48,264.15,22.23,241.92,92.24,4.27,15,7,-8,674,18.31,46.34,1.26,10.03,103.84,96.02,57.56,52.24,84.6,38.43,11.34
"MIKKO.RANTANEN","2007-2017","COL","R",83,196.82,4,5,9,5,2.74,1.52,7.49,2.28,299,38,261,88.72,-1.18,18,1,17,94.74,1.88,19.37,2.76,16.61,87.53,-1.43,1,0,-1,43,13.11,3.14,0.96,17.39,108.67,93.06,48.29,44.91,86.43,38.58,11
"MILAN.HEJDUK","2007-2017","COL","R",396,1232.68,44,48,92,67,4.48,3.26,79.65,3.88,1928,233,1695,89.22,3.86,147,15,132,90.74,4.53,140.88,13.99,126.89,90.97,3.32,7,1,-6,351,17.08,32.52,1.58,18.57,102.63,95.72,55.11,50.26,85.73,38.09,11.85
"MILAN.JURCINA","2007-2017","WSH/CBJ/NYI","D",307,153.84,4,6,10,8,3.9,3.12,9.35,3.65,230,26,204,89.84,2.09,13,3,10,81.25,-7.98,16.1,1.65,14.45,90.7,2.97,3,0,-3,76,29.64,3.2,1.25,10.53,93.9,90.98,8.54,41.84,84.11,35.57,12.47
"MILAN.LUCIC","2007-2017","BOS/L.A/EDM","L",680,1361.29,33,57,90,65,3.97,2.86,73.99,3.26,2344,283,2061,89.23,0.14,164,17,147,90.61,-2.61,147.48,18.19,129.29,89.02,-0.27,25,10,-15,344,15.16,37.95,1.67,16.34,105.36,94.93,40.2,47.06,87.77,37.11,12.1
"MILAN.MICHALEK","2007-2017","S.J/OTT/TOR","R/L/L",583,1508.73,42,49,91,75,3.62,2.98,81.35,3.24,2508,396,2112,86.36,-1.76,191,25,166,88.43,-2.03,179.96,26.6,153.36,87.12,-2.14,17,11,-6,403,16.03,53.07,2.11,16.94,105.14,94.35,44.28,50.51,87.6,37.62,12.19
"MILES.WOOD","2007-2017","N.J","L",61,84.34,2,2,4,4,2.85,2.85,3.8,2.7,135,20,115,87.1,0.43,10,2,8,83.33,4.02,9.35,1.81,7.54,83.78,-1.46,1,0,-1,18,12.81,2.63,1.87,14.29,92.99,95.28,28.07,44.57,86.45,38.52,12.63
"MIROSLAV.SATAN","2007-2017","NYI/PIT/BOS","R",178,514.22,10,13,23,16,2.68,1.87,20.79,2.43,761,117,644,86.67,1.44,43,15,28,74.14,-13.7,51.66,9.12,42.54,85,-2.69,6,3,-3,130,15.17,11.51,1.34,13.51,92.79,92.29,45.38,48.52,83.77,36.69,12.76
"MITCH.MARNER","2007-2017","TOR","C",77,182.08,4,16,20,13,6.59,4.28,15.65,5.16,331,45,286,88.03,0.73,27,4,23,87.1,-6.24,30.33,3.07,27.26,90.81,2.89,3,1,-2,62,20.43,3.2,1.05,11.11,102.45,96.67,49.21,42.56,87.48,38.12,11.77
"MORGAN.RIELLY","2007-2017","TOR","D",312,550.37,5,27,32,16,3.49,1.74,25.3,2.76,862,126,736,87.25,-0.06,54,15,39,78.26,-7.95,61.61,7.67,53.94,88.93,-0.43,5,3,-2,164,17.88,6.43,0.7,7.35,96.54,90.11,33.54,44.49,84.7,37.15,11.76
"NAIL.YAKUPOV","2007-2017","EDM/STL","R",292,518.69,14,16,30,22,3.47,2.54,28.31,3.27,713,131,582,84.48,-4.73,49,12,37,80.33,-9.67,47.35,8.58,38.77,84.66,-3.99,4,2,-2,197,22.79,11.8,1.36,13.21,97.66,91.81,34.76,41.01,86.1,35.64,11.93
"NATE.PROSSER","2007-2017","MIN","D",281,52.81,0,3,3,1,3.41,1.14,2.23,2.53,73,11,62,86.9,-3.34,7,0,7,100,8.11,3.95,1,2.95,79.8,-12.84,0,0,0,9,10.23,0.43,0.49,0,116.28,92.11,3.67,40.12,84.67,34.42,12.42
"NATE.THOMPSON","2007-2017","NYI/T.B/ANA","C",542,59.66,0,1,1,0,1.01,0,1.21,1.22,68,15,53,81.93,-5.16,3,1,2,75,-11.93,3.72,0.61,3.11,85.91,-2.8,0,0,0,10,10.06,0.68,0.68,0,97.71,78.35,1.98,28.9,82.05,32.96,13.11
"NATHAN.BEAULIEU","2007-2017","MTL","D",224,272.21,3,15,18,12,3.97,2.65,15.42,3.4,386,76,310,83.55,-3.43,25,6,19,80.65,-7.21,21.54,3.65,17.89,85.51,-1,2,1,-1,85,18.74,3.45,0.76,6.38,100.87,88.65,24.45,40.21,86.58,35.85,12.03
"NATHAN.GERBE","2007-2017","BUF/CAR","C",394,484.05,8,15,23,14,2.85,1.74,19.62,2.43,737,99,638,88.16,0.05,38,7,31,84.44,-2.65,48.6,6.86,41.74,87.63,0,10,3,-7,121,15,9.79,1.21,10.81,100.01,90.07,23.64,41.29,87.7,36.31,12.26
"NATHAN.HORTON","2007-2017","FLA/BOS/CBJ","C/C/R/R",416,1168.29,34,29,63,47,3.24,2.41,55.96,2.87,1924,229,1695,89.36,3.46,122,14,108,89.71,-2.72,115.58,13.58,102,89.49,1.83,15,6,-9,359,18.44,27.65,1.42,18.38,103.75,93.89,49.19,48.74,86.4,37.73,12.67
"NATHAN.MACKINNON","2007-2017","COL","C",299,758.51,20,32,52,40,4.11,3.16,47.2,3.73,1148,146,1002,88.72,2.03,84,4,80,95.45,4.28,80.93,9.26,71.67,89.73,2.94,3,6,3,263,20.8,17.41,1.38,14.08,109.4,93.74,50.02,46.68,85.4,38.27,11.24
"NATHAN.PAETSCH","2007-2017","BUF/CBJ","D",100,120.1,0,4,4,3,2,1.5,3.31,1.65,164,29,135,84.97,-2.44,9,1,8,90,-3.65,11.12,1.38,9.74,88.96,1.26,0,0,0,23,11.49,0.65,0.32,0,104.22,82.61,17.17,40.7,84.5,34.91,13.56
"NAZEM.KADRI","2007-2017","TOR","C",408,939.31,31,33,64,49,4.09,3.13,56.31,3.6,1507,242,1265,86.16,-0.65,102,17,85,85.71,2.77,111.31,16.26,95.05,87.25,-1.95,11,12,1,318,20.31,26.51,1.69,19.25,102.62,93.05,42.89,43.49,86.12,37.09,12.23
"NIC.DOWD","2007-2017","L.A","C",75,111.44,1,8,9,6,4.85,3.23,7.01,3.77,186,22,164,89.42,-1.86,14,0,14,100,10.34,11.43,1.44,9.99,88.81,-0.77,2,0,-2,30,16.15,2.79,1.5,5.56,114.43,85,30.14,36.25,85.88,35.37,11.84
"NICK.BJUGSTAD","2007-2017","FLA","C",280,577.59,14,19,33,25,3.43,2.6,33.19,3.45,903,117,786,88.53,0.06,53,11,42,82.81,-6.21,67.91,9.41,58.5,87.83,0.64,8,0,-8,224,23.27,18.32,1.9,9.59,96.5,92.28,38.88,42.9,86.64,37.09,11.69
"NICK.BONINO","2007-2017","ANA/VAN/PIT","C",406,702.85,17,24,41,25,3.5,2.13,34.95,2.98,1096,164,932,86.98,-1.68,71,7,64,91.03,-1.99,83.06,11.61,71.45,87.74,-1.74,8,1,-7,198,16.9,17.08,1.46,14.78,104.31,92.84,33.65,42.57,86.66,36.62,11.42
"NICK.BOYNTON","2007-2017","ARI/FLA/ANA/CHI/PHI","D",173,152.63,1,3,4,2,1.57,0.79,4.56,1.79,235,37,198,86.4,-3.47,7,1,6,87.5,-3.33,13.82,1.5,12.32,90.21,-0.55,0,0,0,61,23.98,2.07,0.81,4.17,99.76,91.21,15.03,36.79,88.77,34.12,12.69
"NICK.COUSINS","2007-2017","PHI","C",107,86.19,2,2,4,2,2.78,1.39,3.12,2.17,102,19,83,84.3,-5.47,4,2,2,66.67,-21.65,4.6,0.97,3.63,82.59,-7.14,3,1,-2,14,9.75,1.48,1.03,20,82.02,90.38,14.27,33.62,87.07,34.98,12.15
"NICK.FOLIGNO","2007-2017","OTT/CBJ","L",692,1316.19,41,63,104,79,4.74,3.6,83.13,3.79,1913,281,1632,87.19,-1.36,165,15,150,91.67,-0.76,135.98,18.54,117.44,88,-0.92,16,11,-5,261,11.9,36.07,1.64,24.7,107.82,93.64,35.68,47.1,86.62,37.2,12.17
